input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism	ARO	confers_resistance_to	resistance_to_drug_classes
SRR2938063_509	SRR2938063.fq	aph(6)-I	gi|515967030|ref|WP_017397613.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|515967030|ref|WP_017397613.1|	ARGs-OAP	2.3	100.0			1	141			231	277									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_510	SRR2938063.fq	vanR	AF155139.2.gene2.p01|FEATURES|vanR|vancomycin|vanR	sarg_db	2.3	AF155139.2.gene2.p01	ARGs-OAP	2.3	63.04			140	3			58	103									vancomycin					
SRR2938063_511	SRR2938063.fq	aph(6)-I	gi|545272242|ref|WP_021561466.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|545272242|ref|WP_021561466.1|	ARGs-OAP	2.3	100.0			140	3			157	202									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_513	SRR2938063.fq	aadA	gi|305670809|gb|ADM62671.1||FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	gi|305670809|gb|ADM62671.1|	ARGs-OAP	2.3	100.0			142	2			14	60									aminoglycoside			ARO:3004089	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
SRR2938063_514	SRR2938063.fq	tetZ	AF121000.gene.p01|FEATURES|tetZ|tetracycline|tetZ	sarg_db	2.3	AF121000.gene.p01	ARGs-OAP	2.3	78.26			1	138			5	50									tetracycline			ARO:3000183	ARO:0000051	ARO:3000050
SRR2938063_517	SRR2938063.fq	multidrug_ABC_transporter	gi|943896259|ref|WP_055534530.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|943896259|ref|WP_055534530.1|	ARGs-OAP	2.3	62.22			6	140			481	525									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_520	SRR2938063.fq	aadE	gi|486458841|gb|EOE03251.1||FEATURES|aadE|aminoglycoside|aadE	sarg_db	2.3	gi|486458841|gb|EOE03251.1|	ARGs-OAP	2.3	80.85			2	142			188	234									aminoglycoside			ARO:3002626	ARO:0000040	ARO:0000016
SRR2938063_523	SRR2938063.fq	tetQ	P70882|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	P70882	ARGs-OAP	2.3	100.0			140	3			563	608									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_527	SRR2938063.fq	transcriptional regulatory protein CpxR cpxR	CP000675.2.gene1535.p01|FEATURES|transcriptional regulatory protein CpxR cpxR|unclassified|transcriptional regulatory protein CpxR cpxR	sarg_db	2.3	CP000675.2.gene1535.p01	ARGs-OAP	2.3	62.79			3	119			89	131									unclassified					
SRR2938063_528	SRR2938063.fq	tetQ	P70882|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	P70882	ARGs-OAP	2.3	100.0			133	2			533	576									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_530	SRR2938063.fq	transcriptional regulatory protein CpxR cpxR	CP001918.1.gene5135.p01|FEATURES|transcriptional regulatory protein CpxR cpxR|unclassified|transcriptional regulatory protein CpxR cpxR	sarg_db	2.3	CP001918.1.gene5135.p01	ARGs-OAP	2.3	65.79			27	140			51	88									unclassified					
SRR2938063_531	SRR2938063.fq	sul1	gi|556464170|ref|WP_023315960.1||FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	gi|556464170|ref|WP_023315960.1|	ARGs-OAP	2.3	100.0			2	142			201	247									sulfonamide			ARO:3000410	ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699	ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282
SRR2938063_532	SRR2938063.fq	mdtC	CP004022.1.gene1674.p01|FEATURES|mdtC|multidrug|mdtC	sarg_db	2.3	CP004022.1.gene1674.p01	ARGs-OAP	2.3	60.87			140	3			391	436									multidrug					
SRR2938063_533	SRR2938063.fq	tetQ	Q52360|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	Q52360	ARGs-OAP	2.3	100.0			140	3			178	223									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_534	SRR2938063.fq	multidrug_ABC_transporter	gi|496018010|ref|WP_008742581.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|496018010|ref|WP_008742581.1|	ARGs-OAP	2.3	65.91			2	133			550	593									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_535	SRR2938063.fq	mexF	CP000675.2.gene2298.p01|FEATURES|mexF|multidrug|mexF	sarg_db	2.3	CP000675.2.gene2298.p01	ARGs-OAP	2.3	61.36			3	134			70	113									multidrug			ARO:3000777		
SRR2938063_540	SRR2938063.fq	bacA	YP_316450|FEATURES|bacA|bacitracin|bacA	sarg_db	2.3	YP_316450	ARGs-OAP	2.3	60.53			20	133			139	176									bacitracin			ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_541	SRR2938063.fq	multidrug_ABC_transporter	gi|537465895|ref|WP_020977391.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|537465895|ref|WP_020977391.1|	ARGs-OAP	2.3	62.22			3	137			452	496									multidrug					
SRR2938063_542	SRR2938063.fq	multidrug_ABC_transporter	gi|686197643|ref|WP_031807899.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|686197643|ref|WP_031807899.1|	ARGs-OAP	2.3	65.22			138	1			360	405									multidrug					
SRR2938063_544	SRR2938063.fq	tetQ	P70882|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	P70882	ARGs-OAP	2.3	100.0			140	3			153	198									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_547	SRR2938063.fq	tetZ	AF121000.gene.p01|FEATURES|tetZ|tetracycline|tetZ	sarg_db	2.3	AF121000.gene.p01	ARGs-OAP	2.3	68.89			141	7			228	272									tetracycline			ARO:3000183	ARO:0000051	ARO:3000050
SRR2938063_548	SRR2938063.fq	multidrug_ABC_transporter	gi|537465895|ref|WP_020977391.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|537465895|ref|WP_020977391.1|	ARGs-OAP	2.3	63.04			140	3			418	463									multidrug					
SRR2938063_549	SRR2938063.fq	tetQ	Q00937|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	Q00937	ARGs-OAP	2.3	100.0			3	140			68	113									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_550	SRR2938063.fq	mexF	CP000675.2.gene2298.p01|FEATURES|mexF|multidrug|mexF	sarg_db	2.3	CP000675.2.gene2298.p01	ARGs-OAP	2.3	61.36			7	138			868	911									multidrug			ARO:3000777		
SRR2938063_551	SRR2938063.fq	vgaB	U82085.gene.p01|FEATURES|vgaB|macrolide-lincosamide-streptogramin|vgaB	sarg_db	2.3	U82085.gene.p01	ARGs-OAP	2.3	68.89			3	137			403	447									macrolide-lincosamide-streptogramin			ARO:3000118	ARO:3000669,ARO:3000674	ARO:0000026,ARO:0000026
SRR2938063_552	SRR2938063.fq	sul1	AJ310778.1.gene12.p01|FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	AJ310778.1.gene12.p01	ARGs-OAP	2.3	100.0			141	1			89	135									sulfonamide			ARO:3000410	ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699	ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282
SRR2938063_553	SRR2938063.fq	macB	gi|1033064422|ref|WP_064375412.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|1033064422|ref|WP_064375412.1|	ARGs-OAP	2.3	60.0			141	22			151	190									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_554	SRR2938063.fq	tetM	X04388.gene.p01|FEATURES|tetM|tetracycline|tetM	sarg_db	2.3	X04388.gene.p01	ARGs-OAP	2.3	100.0			140	3			12	57									tetracycline			ARO:3000186	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_556	SRR2938063.fq	multidrug_transporter	gi|951155204|ref|WP_057635531.1||FEATURES|multidrug_transporter|multidrug|multidrug_transporter	sarg_db	2.3	gi|951155204|ref|WP_057635531.1|	ARGs-OAP	2.3	63.64			134	3			243	286									multidrug			ARO:3003056		
SRR2938063_557	SRR2938063.fq	multidrug_ABC_transporter	gi|1031799645|ref|WP_064138838.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|1031799645|ref|WP_064138838.1|	ARGs-OAP	2.3	60.47			6	134			478	520									multidrug					
SRR2938063_559	SRR2938063.fq	tetO	AAW34142|FEATURES|tetO|tetracycline|tetO	sarg_db	2.3	AAW34142	ARGs-OAP	2.3	60.98			125	3			66	106									tetracycline			ARO:3000190	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_561	SRR2938063.fq	rosA	AAC60781|FEATURES|rosA|fosmidomycin|rosA	sarg_db	2.3	AAC60781	ARGs-OAP	2.3	65.0			3	122			318	357									fosmidomycin			ARO:3003048		
SRR2938063_562	SRR2938063.fq	aph(3'')-I	DQ464881.1.gene4.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	DQ464881.1.gene4.p01	ARGs-OAP	2.3	100.0			141	1			49	95									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_564	SRR2938063.fq	tet36	AJ514254.gene.p01|FEATURES|tet36|tetracycline|tet36	sarg_db	2.3	AJ514254.gene.p01	ARGs-OAP	2.3	100.0			140	3			285	330									tetracycline			ARO:3000197	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_565	SRR2938063.fq	aadA	AB114632.1.gene2.p01|FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	AB114632.1.gene2.p01	ARGs-OAP	2.3	97.87			1	141			2	48									aminoglycoside			ARO:3002607	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
SRR2938063_566	SRR2938063.fq	tetT	AAV80410|FEATURES|tetT|tetracycline|tetT	sarg_db	2.3	AAV80410	ARGs-OAP	2.3	95.74			1	141			82	128									tetracycline			ARO:3000193	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_570	SRR2938063.fq	tetQ	P70882|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	P70882	ARGs-OAP	2.3	100.0			140	3			153	198									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_571	SRR2938063.fq	multidrug_transporter	gi|916992013|ref|WP_051598725.1||FEATURES|multidrug_transporter|multidrug|multidrug_transporter	sarg_db	2.3	gi|916992013|ref|WP_051598725.1|	ARGs-OAP	2.3	63.04			140	3			296	341									multidrug			ARO:3003056		
SRR2938063_572	SRR2938063.fq	tetQ	P70882|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	P70882	ARGs-OAP	2.3	100.0			142	2			122	168									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_573	SRR2938063.fq	tetQ	P70882|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	P70882	ARGs-OAP	2.3	100.0			142	2			122	168									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_574	SRR2938063.fq	sul1	AJ310778.1.gene12.p01|FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	AJ310778.1.gene12.p01	ARGs-OAP	2.3	100.0			69	140			113	136									sulfonamide			ARO:3000410	ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699	ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282
SRR2938063_575	SRR2938063.fq	transcriptional regulatory protein CpxR cpxR	CP001918.1.gene5135.p01|FEATURES|transcriptional regulatory protein CpxR cpxR|unclassified|transcriptional regulatory protein CpxR cpxR	sarg_db	2.3	CP001918.1.gene5135.p01	ARGs-OAP	2.3	57.45			142	2			37	83									unclassified					
SRR2938063_576	SRR2938063.fq	ermF	AAA27431|FEATURES|ermF|macrolide-lincosamide-streptogramin|ermF	sarg_db	2.3	AAA27431	ARGs-OAP	2.3	100.0			142	2			28	74									macrolide-lincosamide-streptogramin			ARO:3000498	ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867	ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026
SRR2938063_581	SRR2938063.fq	sul1	AF071555.1.gene10.p01|FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	AF071555.1.gene10.p01	ARGs-OAP	2.3	100.0			141	1			24	70									sulfonamide					
SRR2938063_582	SRR2938063.fq	aph(6)-I	CAC86407|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	CAC86407	ARGs-OAP	2.3	100.0			1	141			47	93									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_583	SRR2938063.fq	multidrug_ABC_transporter	gi|1031799645|ref|WP_064138838.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|1031799645|ref|WP_064138838.1|	ARGs-OAP	2.3	65.96			2	142			482	528									multidrug					
SRR2938063_584	SRR2938063.fq	sul1	AF071555.1.gene10.p01|FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	AF071555.1.gene10.p01	ARGs-OAP	2.3	100.0			141	1			6	52									sulfonamide					
SRR2938063_585	SRR2938063.fq	multidrug_ABC_transporter	gi|446519895|ref|WP_000597241.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|446519895|ref|WP_000597241.1|	ARGs-OAP	2.3	65.22			5	142			468	513									multidrug					
SRR2938063_586	SRR2938063.fq	aph(3'')-I	DQ464881.1.gene4.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	DQ464881.1.gene4.p01	ARGs-OAP	2.3	100.0			3	140			17	62									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_590	SRR2938063.fq	multidrug_ABC_transporter	gi|948137056|ref|WP_056795395.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|948137056|ref|WP_056795395.1|	ARGs-OAP	2.3	65.96			2	142			543	589									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_593	SRR2938063.fq	aph(6)-I	gi|545272242|ref|WP_021561466.1||FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	sarg_db	2.3	gi|545272242|ref|WP_021561466.1|	ARGs-OAP	2.3	100.0			3	140			155	200									aminoglycoside			ARO:3002660	ARO:0000040	ARO:0000016
SRR2938063_594	SRR2938063.fq	tetM	YP_001694718|FEATURES|tetM|tetracycline|tetM	sarg_db	2.3	YP_001694718	ARGs-OAP	2.3	100.0			142	2			403	449									tetracycline			ARO:3000186	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_596	SRR2938063.fq	macB	gi|735686444|ref|WP_034174061.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|735686444|ref|WP_034174061.1|	ARGs-OAP	2.3	61.76			102	1			142	175									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_599	SRR2938063.fq	tetO	AAW34142|FEATURES|tetO|tetracycline|tetO	sarg_db	2.3	AAW34142	ARGs-OAP	2.3	63.89			28	135			66	101									tetracycline			ARO:3000190	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_600	SRR2938063.fq	multidrug_ABC_transporter	gi|558888514|ref|WP_023543283.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|558888514|ref|WP_023543283.1|	ARGs-OAP	2.3	59.57			141	1			514	560									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_602	SRR2938063.fq	bcrA	gi|542061059|gb|ERI11611.1||FEATURES|bcrA|bacitracin|bcrA	sarg_db	2.3	gi|542061059|gb|ERI11611.1|	ARGs-OAP	2.3	70.21			1	141			143	189									bacitracin			ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
SRR2938063_603	SRR2938063.fq	tetZ	AF121000.gene.p01|FEATURES|tetZ|tetracycline|tetZ	sarg_db	2.3	AF121000.gene.p01	ARGs-OAP	2.3	75.0			137	54			105	132									tetracycline			ARO:3000183	ARO:0000051	ARO:3000050
SRR2938063_604	SRR2938063.fq	aad(9)	AAX54909|FEATURES|aad(9)|aminoglycoside|aad(9)	sarg_db	2.3	AAX54909	ARGs-OAP	2.3	60.87			3	140			69	114									aminoglycoside			ARO:3002630	ARO:0000039	ARO:0000016
SRR2938063_608	SRR2938063.fq	mexF	gi|654923461|ref|WP_028373991.1||FEATURES|mexF|multidrug|mexF	sarg_db	2.3	gi|654923461|ref|WP_028373991.1|	ARGs-OAP	2.3	65.22			4	141			375	420									multidrug			ARO:3000777		
SRR2938063_609	SRR2938063.fq	tetQ	P70882|FEATURES|tetQ|tetracycline|tetQ	sarg_db	2.3	P70882	ARGs-OAP	2.3	100.0			142	2			209	255									tetracycline			ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_610	SRR2938063.fq	aph(3'')-I	AF313472.2.gene15.p01|FEATURES|aph(3'')-I|aminoglycoside|aph(3'')-I	sarg_db	2.3	AF313472.2.gene15.p01	ARGs-OAP	2.3	100.0			142	2			7	53									aminoglycoside			ARO:3002639	ARO:0000040	ARO:0000016
SRR2938063_611	SRR2938063.fq	tet36	AJ514254.gene.p01|FEATURES|tet36|tetracycline|tet36	sarg_db	2.3	AJ514254.gene.p01	ARGs-OAP	2.3	100.0			2	142			59	105									tetracycline			ARO:3000197	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_612	SRR2938063.fq	sul1	NC_011586.7045208.p01|FEATURES|sul1|sulfonamide|sul1	sarg_db	2.3	NC_011586.7045208.p01	ARGs-OAP	2.3	100.0			3	74			256	279									sulfonamide			ARO:3000410	ARO:3000324,ARO:3000325,ARO:3000327,ARO:3000329,ARO:3000330,ARO:3000683,ARO:3000684,ARO:3000698,ARO:3000699	ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282,ARO:3000282
SRR2938063_615	SRR2938063.fq	vatB	U19459.gene.p01|FEATURES|vatB|macrolide-lincosamide-streptogramin|vatB	sarg_db	2.3	U19459.gene.p01	ARGs-OAP	2.3	84.09			5	136			60	103									macrolide-lincosamide-streptogramin			ARO:3002841	ARO:3000669	ARO:0000026
SRR2938063_617	SRR2938063.fq	multidrug_ABC_transporter	gi|817122037|ref|WP_046494699.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|817122037|ref|WP_046494699.1|	ARGs-OAP	2.3	63.04			4	141			514	559									multidrug			ARO:3002522	ARO:3000111	ARO:3000103
SRR2938063_620	SRR2938063.fq	aadA	ZP_01974653|FEATURES|aadA|aminoglycoside|aadA	sarg_db	2.3	ZP_01974653	ARGs-OAP	2.3	93.48			1	138			32	77									aminoglycoside			ARO:3004089	ARO:0000039,ARO:0000040	ARO:0000016,ARO:0000016
SRR2938063_621	SRR2938063.fq	mefA	gi|640235983|ref|WP_024832225.1||FEATURES|mefA|macrolide-lincosamide-streptogramin|mefA	sarg_db	2.3	gi|640235983|ref|WP_024832225.1|	ARGs-OAP	2.3	77.78			135	1			240	284									macrolide-lincosamide-streptogramin			ARO:3000616	ARO:0000006,ARO:0000057	ARO:0000000,ARO:0000000
SRR2938063_622	SRR2938063.fq	tetP	NP_348076|FEATURES|tetP|tetracycline|tetP	sarg_db	2.3	NP_348076	ARGs-OAP	2.3	67.57			32	142			45	81									tetracycline			ARO:3000195	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
SRR2938063_623	SRR2938063.fq	macB	gi|505807117|ref|WP_015704872.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|505807117|ref|WP_015704872.1|	ARGs-OAP	2.3	63.83			141	1			131	177									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_625	SRR2938063.fq	mexF	gi|940169821|gb|KPX83830.1||FEATURES|mexF|multidrug|mexF	sarg_db	2.3	gi|940169821|gb|KPX83830.1|	ARGs-OAP	2.3	65.96			1	141			174	220									multidrug			ARO:3000777		
SRR2938063_626	SRR2938063.fq	tet37	AAN28721|FEATURES|tet37|tetracycline|tet37	sarg_db	2.3	AAN28721	ARGs-OAP	2.3	71.88			45	140			1	32									tetracycline			ARO:3002871	ARO:0000051	ARO:3000050
SRR2938063_627	SRR2938063.fq	tetW	ABF69686|FEATURES|tetW|tetracycline|tetW	sarg_db	2.3	ABF69686	ARGs-OAP	2.3	64.1			134	18			71	109									tetracycline			ARO:3007122	ARO:0000051	ARO:3000050
SRR2938063_628	SRR2938063.fq	macB	gi|1035686596|ref|WP_064530178.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|1035686596|ref|WP_064530178.1|	ARGs-OAP	2.3	69.77			3	131			134	176									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_629	SRR2938063.fq	transcriptional regulatory protein CpxR cpxR	CP001918.1.gene5135.p01|FEATURES|transcriptional regulatory protein CpxR cpxR|unclassified|transcriptional regulatory protein CpxR cpxR	sarg_db	2.3	CP001918.1.gene5135.p01	ARGs-OAP	2.3	63.04			3	140			43	88									unclassified					
SRR2938063_630	SRR2938063.fq	aadE	JQ861959.1.gene5.p01|FEATURES|aadE|aminoglycoside|aadE	sarg_db	2.3	JQ861959.1.gene5.p01	ARGs-OAP	2.3	76.09			142	5			8	53									aminoglycoside			ARO:3002626	ARO:0000040	ARO:0000016
SRR2938063_631	SRR2938063.fq	macB	gi|505807117|ref|WP_015704872.1||FEATURES|macB|macrolide-lincosamide-streptogramin|macB	sarg_db	2.3	gi|505807117|ref|WP_015704872.1|	ARGs-OAP	2.3	60.0			23	142			127	166									macrolide-lincosamide-streptogramin			ARO:3000535		
SRR2938063_633	SRR2938063.fq	rosA	YP_001477378|FEATURES|rosA|fosmidomycin|rosA	sarg_db	2.3	YP_001477378	ARGs-OAP	2.3	64.44			141	7			67	111									fosmidomycin			ARO:3003048		
SRR2938063_634	SRR2938063.fq	lsa	gi|1046366091|gb|OCK16447.1||FEATURES|lsa|macrolide-lincosamide-streptogramin|lsa	sarg_db	2.3	gi|1046366091|gb|OCK16447.1|	ARGs-OAP	2.3	63.04			140	3			97	142									macrolide-lincosamide-streptogramin			ARO:3000300	ARO:0000066,ARO:3000584,ARO:3000674,ARO:3001317	ARO:0000017,ARO:0000026,ARO:0000026,ARO:3000670
SRR2938063_635	SRR2938063.fq	kasugamycin resistance protein ksgA	Q7N8V7|FEATURES|kasugamycin resistance protein ksgA|kasugamycin|kasugamycin resistance protein ksgA	sarg_db	2.3	Q7N8V7	ARGs-OAP	2.3	75.68			123	13			134	170									kasugamycin					
SRR2938063_637	SRR2938063.fq	multidrug_ABC_transporter	gi|446519894|ref|WP_000597240.1||FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	sarg_db	2.3	gi|446519894|ref|WP_000597240.1|	ARGs-OAP	2.3	74.47			141	1			479	525									multidrug					
