Original ID	argNorm drug classes	Original Drug Classes	Hit type	Status	Description
MEG_3231|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	Fluoroquinolones	Loose	3003292	
MEG_3232|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	['peptide antibiotic', 'peptide antibiotic']	Fluoroquinolones	Loose	3003292	
MEG_3233|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'aminocoumarin antibiotic']	Fluoroquinolones	Loose	3003292	
MEG_3234|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	Fluoroquinolones	Loose	3003292	
MEG_3241|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	Fluoroquinolones	Loose	3000864	
MEG_3242|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation	['tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic']	Fluoroquinolones	Loose	3000864	
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic']	Aminocoumarins	Loose	3000479	
MEG_3245|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation	['tetracycline antibiotic', 'tetracycline antibiotic']	Aminocoumarins	Loose	3000479	
MEG_3246|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	Aminocoumarins	Loose	3000479	
MEG_3248|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation	['rifamycin antibiotic']	Aminocoumarins	Loose	3000479	
MEG_3249|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation	['peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic']	Aminocoumarins	Loose	3000479	
MEG_3251|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRC|RequiresSNPConfirmation	['beta-lactam antibiotic']	Fluoroquinolones	Loose	3000452	
MEG_3429|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|INHA|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic']	Mycobacterium_tuberculosis-specific_Drug	Loose	3004874	
MEG_3430|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol-resistant_mutant|INIA|RequiresSNPConfirmation	['peptide antibiotic']	Mycobacterium_tuberculosis-specific_Drug	Loose	3003447	
MEG_3431|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol-resistant_mutant|INIB|RequiresSNPConfirmation	['beta-lactam antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic']	Mycobacterium_tuberculosis-specific_Drug	Loose	3004136	
MEG_3432|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol-resistant_mutant|INIC|RequiresSNPConfirmation	['oxazolidinone antibiotic', 'oxazolidinone antibiotic', 'phenicol antibiotic', 'phenicol antibiotic']	Mycobacterium_tuberculosis-specific_Drug	Loose	3003450	
MEG_3446|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|KATG|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	Mycobacterium_tuberculosis-specific_Drug	Loose	3003416	
MEG_3586|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic']	Lipopeptides	Loose	3003076	
MEG_3589|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic']	Lipopeptides	Loose	3003076	
MEG_3590|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic']	Lipopeptides	Loose	3003076	
MEG_3626|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXA|RequiresSNPConfirmation	['phenicol antibiotic', 'phenicol antibiotic', 'phenicol antibiotic']	Lipopeptides	Loose	3003573	
MEG_3627|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXC|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic']	Lipopeptides	Loose	3003574	
MEG_3831|Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation	['beta-lactam antibiotic']	Lipopeptides	Loose	3004265	
MEG_4097|Drugs|Glycopeptides|Vancomycin-resistant_mutation|MURG|RequiresSNPConfirmation	['macrolide antibiotic', 'macrolide antibiotic']	Glycopeptides	Loose	3004560	
MEG_4130|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|NDH|RequiresSNPConfirmation	['glycopeptide antibiotic']	Mycobacterium_tuberculosis-specific_Drug	Loose	3003460	
MEG_4131|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|NDH|RequiresSNPConfirmation	['glycopeptide antibiotic']	Mycobacterium_tuberculosis-specific_Drug	Loose	incorrect	
MEG_4132|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|NDH|RequiresSNPConfirmation	['tetracycline antibiotic', 'tetracycline antibiotic']	Mycobacterium_tuberculosis-specific_Drug	Loose	incorrect	
MEG_4214|Drugs|Aminocoumarins|Aminocoumarin_efflux_pump|NOVA	['aminocoumarin antibiotic']	Aminocoumarins	Perfect	correct	
MEG_4222|Drugs|Thiopeptides|Thiostrepton_23S_rRNA_methyltransferases|NSHR	['peptide antibiotic']	Thiopeptides	Loose	3003060	
MEG_5254|Drugs|betalactams|Class_D_betalactamases|OXA	['macrolide antibiotic']	betalactams	Loose	3000017	
MEG_5255|Drugs|betalactams|Class_D_betalactamases|OXA	['macrolide antibiotic']	betalactams	Loose	3000017	
MEG_5327|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5329|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5333|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5334|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5340|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5342|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5344|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5351|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['phenicol antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5354|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5355|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5356|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5359|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5362|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	['beta-lactam antibiotic']	Fluoroquinolones	Loose	3000274	
MEG_5364|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['glycopeptide antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5365|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['tetracycline antibiotic', 'tetracycline antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5367|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5368|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5369|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['glycopeptide antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5371|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['beta-lactam antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5373|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5374|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['tetracycline antibiotic', 'tetracycline antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5375|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['fluoroquinolone antibiotic', 'tetracycline antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5376|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['glycopeptide antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5378|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['beta-lactam antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5380|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['macrolide antibiotic', 'lincosamide antibiotic', 'orthosomycin antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5381|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['tetracycline antibiotic', 'tetracycline antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'aminocoumarin antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5386|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['tetracycline antibiotic', 'tetracycline antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5388|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['tetracycline antibiotic', 'tetracycline antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5392|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['beta-lactam antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5393|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	['tetracycline antibiotic', 'tetracycline antibiotic']	Aminocoumarins	Loose	3000457	
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'aminocoumarin antibiotic']	Fluoroquinolones	Loose	3003316	
MEG_5396|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARY	['macrolide antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	Aminocoumarins	Loose	correct	
MEG_5784|Drugs|Lipopeptides|Colistin-resistant_mutant|PHOP|RequiresSNPConfirmation	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'disinfecting agents and antiseptics']	Lipopeptides	Loose	3000834	
MEG_5785|Drugs|Lipopeptides|Colistin-resistant_mutant|PHOQ|RequiresSNPConfirmation	['aminoglycoside antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	Lipopeptides	Loose	3000835	
MEG_5803|Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|PNCA|RequiresSNPConfirmation	['lincosamide antibiotic', 'lincosamide antibiotic']	Mycobacterium_tuberculosis-specific_Drug	Loose	3004267	
MEG_5819|Drugs|Fosfomycin|Fosfomycin_target_mutation|PTSL|RequiresSNPConfirmation	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']	Fosfomycin	Loose	incorrect	
MEG_6058|Drugs|MLS|23S_rRNA_methyltransferases|RLMH	['peptide antibiotic', 'peptide antibiotic', 'peptide antibiotic']	MLS	Loose	3001298	
MEG_6138|Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation	['lincosamide antibiotic', 'streptogramin antibiotic', 'oxazolidinone antibiotic', 'phenicol antibiotic', 'phenicol antibiotic']	Glycopeptides	Loose	3004725	
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation	['oxazolidinone antibiotic', 'oxazolidinone antibiotic', 'phenicol antibiotic', 'phenicol antibiotic']	Lipopeptides	Loose	3003290	
MEG_6142|Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation	['glycopeptide antibiotic', 'glycopeptide antibiotic']	Mycobacterium_tuberculosis-specific_Drug	Loose	3004722	
MEG_6143|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|RPSJ|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic']	Tetracyclines	Loose	3003930	
MEG_6552|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS|RequiresSNPConfirmation	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'rifamycin antibiotic', 'phenicol antibiotic', 'disinfecting agents and antiseptics']	Drug_and_biocide_and_metal_resistance	Strict	correct	
MEG_6641|Drugs|Sulfonamides|Flavin_reductase|SULR	['fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'fluoroquinolone antibiotic', 'aminoglycoside antibiotic', 'isoniazid-like antibiotic']	Sulfonamides	Loose	3004238	(https://pubmed.ncbi.nlm.nih.gov/30928844/) it seems that this gene is for microbacterium which is gram-positive. Sul 1, 2, 3, and 4 in CARD are all for gram-negative bacteria
MEG_6642|Drugs|Sulfonamides|Sulfonamide_monooxygenase|SULX	['beta-lactam antibiotic', 'beta-lactam antibiotic']	Sulfonamides	Loose	3004238	(https://pubmed.ncbi.nlm.nih.gov/30928844/) it seems that this gene is for microbacterium which is gram-positive. Sul 1, 2, 3, and 4 in CARD are all for gram-negative bacteria
MEG_6649|Drugs|Tetracenomycin|Tetracenomycin_MFS_efflux_pump|TCMA	['macrolide antibiotic', 'disinfecting agents and antiseptics']	Tetracenomycin	Loose	3003554	tcmA is actually a gene in CARD. However, its ARO isn't used by RGI (private model)
MEG_6976|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TET34	['beta-lactam antibiotic', 'beta-lactam antibiotic']	Tetracyclines	Loose	3002870	tet34 is a gene in CARD. However, its ARO isn't used by RGI (private model)
MEG_7022|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA	['aminocoumarin antibiotic']	Tetracyclines	Loose	3000165	
MEG_7204|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETU	['glycopeptide antibiotic']	Tetracyclines	Loose	3004650	
MEG_7250|Drugs|Mycobacterium_tuberculosis-specific_Drug|Para-aminosalicylic_acid_resistant_mutant|THYA|RequiresSNPConfirmation	['beta-lactam antibiotic', 'beta-lactam antibiotic']	Mycobacterium_tuberculosis-specific_Drug	Loose	3004152	
MEG_7258|Drugs|Aminoglycosides|Aminoglycoside-resistant_arabinosyltransferase|TLYA|RequiresSNPConfirmation	['tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic']	Aminoglycosides	Loose	3003443	
MEG_7271|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIA	['disinfecting agents and antiseptics']	Phenolic_compound_resistance	Perfect	correct	
MEG_7273|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIB	['disinfecting agents and antiseptics']	Phenolic_compound_resistance	Perfect	correct	
MEG_7275|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIC	['disinfecting agents and antiseptics']	Phenolic_compound_resistance	Perfect	correct	
MEG_7285|Drugs|Thiopeptides|Thiostrepton_23S_rRNA_methyltransferases|TSNR	['peptide antibiotic']	Thiopeptides	Strict	correct	
