#ARG	query-start	query-end	read_id	predicted_ARG-class	best-hit	probability	identity	alignment-length	alignment-bitscore	alignment-evalue	counts
AADA	1	263	ExDog11_312631	aminoglycoside	gi:241992581:gb:ACS73641.1:|FEATURES|aadA|aminoglycoside|aadA	0.9999987536606575	98.9	263	515	2.06e-188	1
CAT_CHLORAMPHENICOL_ACETYLTRANSFERASE	19	219	ExDog11_312637	phenicol	D16171.1.gene1.p01|FEATURES|cat_chloramphenicol_acetyltransferase|phenicol|cat_chloramphenicol_acetyltransferase	0.9911815982262232	98.5	201	421	1.31e-152	1
LSA	3	490	ExDog11_145651	MLS	gi:924348018:ref:WP_053483923.1:|FEATURES|lsa|MLS|lsa	0.9995161598915657	66.6	488	674	1.04e-243	1
VANU	1	67	ExDog11_105479	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9824089247609056	50.7	67	67.0	3.65e-17	1
CMEB	68	1037	ExDog11_175245	multidrug	gi:488898721:ref:WP_002809818.1:|FEATURES|cmeB|multidrug|cmeB	0.8927564227871649	53.0	973	1003	0.0	1
UGD	1	388	ExDog11_245189	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8989948442825878	61.2	410	484	1.11e-171	1
LSA	1	490	ExDog11_67654	MLS	gi:1032346815:ref:WP_064200323.1:|FEATURES|lsa|MLS|lsa	0.9997347529936997	65.7	490	664	1.07e-239	1
APH(3')-I	1	271	ExDog11_312643	aminoglycoside	ACD76089|FEATURES|aph(3')-I|aminoglycoside|aph(3')-I	0.9999998711140969	100	271	569	1.73e-209	1
BCRA	5	308	ExDog11_41915	bacitracin	gi:445996710:ref:WP_000074565.1:|FEATURES|bcrA|bacitracin|bcrA	0.9996266352175365	52.3	304	299	8.91e-102	1
UGD	1	388	ExDog11_5007	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8884574034900129	53.6	453	450	1.66e-157	1
VANR	1	234	ExDog11_194025	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999987513017012	76.5	234	378	3.86e-135	1
LSA	1	490	ExDog11_95054	MLS	gi:499132967:ref:WP_010860999.1:|FEATURES|lsa|MLS|lsa	0.9358786968525868	56.9	490	566	5.24e-201	1
VANR	5	210	ExDog11_276151	glycopeptide	ACM47283|FEATURES|vanR|glycopeptide|vanR	0.986746568991836	54.9	206	220	4.77e-73	1
UGD	8	388	ExDog11_769	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8870746727726698	54.4	428	446	2.59e-156	1
BACA	1	275	ExDog11_238905	bacitracin	YP_294981|FEATURES|bacA|bacitracin|bacA	0.9865420249168	54.3	276	293	3.65e-100	1
UGD	2	388	ExDog11_2580	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8901402173984907	55.5	434	455	6.24e-160	1
VANS	22	133	ExDog11_196456	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.9898102267610788	66.1	112	169	5.13e-56	1
VANU	1	67	ExDog11_65105	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9915669983277101	53.7	67	77.0	4.90e-21	1
VANR	5	234	ExDog11_56154	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999932611248299	63.0	230	304	5.35e-106	1
TET32	1	639	ExDog11_69133	tetracycline	ABV82118|FEATURES|tet32|tetracycline|tet32	0.9999856920361526	100	639	1275	0.0	1
VANU	3	63	ExDog11_92998	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9834739583821918	52.5	61	67.8	1.67e-17	1
UGD	64	388	ExDog11_121302	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8648223367529277	55.9	372	394	9.78e-137	1
LSA	1	492	ExDog11_260939	MLS	gi:951389844:ref:WP_057765492.1:|FEATURES|lsa|MLS|lsa	0.9387041996155104	68.1	492	674	1.06e-242	1
KDPE	4	225	ExDog11_238352	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.9862124686045701	52.2	226	231	2.45e-76	1
VANR	5	234	ExDog11_104487	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.99998741865012	65.4	231	306	8.94e-107	1
UGD	3	388	ExDog11_193788	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8911268913420075	58.3	410	458	1.25e-160	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog11_325720	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.999607388833075	61.7	287	384	1.09e-135	1
UGD	3	388	ExDog11_48757	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8908007175162802	56.4	433	457	6.63e-161	1
ACRA	28	403	ExDog11_180939	multidrug	YP_001879173|FEATURES|acrA|multidrug|acrA	0.9999978061146627	51.8	380	326	1.15e-109	1
KDPE	4	225	ExDog11_42664	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.987740658556491	53.8	225	240	7.14e-81	1
UGD	28	318	ExDog11_80946	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8519687803685384	60.9	312	371	6.26e-129	1
UGD	18	388	ExDog11_197076	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8884574034900126	57.7	418	450	4.46e-158	1
VATB	2	211	ExDog11_291202	MLS	YP_001389621|FEATURES|vatB|MLS|vatB	0.9999999993674431	53.8	212	226	6.94e-76	1
VANU	1	70	ExDog11_79833	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9933588150680195	57.1	70	80.5	2.09e-22	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog11_233138	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9997221092854163	62.7	287	402	9.71e-143	1
LNUC	1	164	ExDog11_145045	MLS	AAY32951.1|FEATURES|lnuC|MLS|lnuC	0.9995614041834101	59.8	164	213	5.21e-72	1
EFRB	19	362	ExDog11_26153	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8039725662461371	51.3	347	346	5.61e-115	1
VANR	1	234	ExDog11_22020	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999940725466255	65.8	234	322	4.78e-113	1
VANU	1	68	ExDog11_192151	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9908898803276289	54.4	68	75.9	1.64e-20	1
LNUA	2	158	ExDog11_75676	MLS	YP_758631|FEATURES|lnuA|MLS|lnuA	0.9999999327334258	53.5	157	184	1.40e-60	1
VANU	1	72	ExDog11_263765	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9920186903794762	51.4	72	77.8	2.33e-21	1
VANRI	1	232	ExDog11_179228	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.9999916900554294	65.5	232	322	5.43e-113	1
ABES	2	105	ExDog11_51943	multidrug	NC_010410.6003348.p01|FEATURES|abeS|multidrug|abeS	0.9768033899786804	55.8	104	109	8.80e-33	1
LNUD	1	164	ExDog11_31171	MLS	ABR14060.1|FEATURES|lnuD|MLS|lnuD	0.9996127420843364	60.4	164	211	1.43e-71	1
LNUE	14	160	ExDog11_181127	MLS	AGT57825|FEATURES|lnuE|MLS|lnuE	0.999999969512094	59.2	147	195	2.25e-65	1
UGD	11	388	ExDog11_128892	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8958056997554131	60.0	402	473	1.66e-167	1
UGD	1	388	ExDog11_99820	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9006494166962776	60.2	412	490	3.53e-174	1
LNUA	7	160	ExDog11_52384	MLS	CAJ75672|FEATURES|lnuA|MLS|lnuA	0.9999999547132914	54.5	154	191	9.05e-64	1
RPOB2	20	1122	ExDog11_314554	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9938494484903384	53.1	1238	1202	0.0	1
YKKD	1	105	ExDog11_24224	multidrug	gi:291483835:dbj:BAI84910.1:|FEATURES|ykkD|multidrug|ykkD	0.9745032496588703	50.5	105	103	1.75e-30	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog11_105219	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9996772534484412	62.0	287	394	5.77e-140	1
UGD	1	388	ExDog11_217814	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8898072781481143	54.7	435	454	1.40e-159	1
KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	11	272	ExDog11_301448	aminoglycoside	Q56016|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.9999999439662022	57.3	262	278	3.88e-93	1
UGD	1	388	ExDog11_118194	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.897860983671038	60.2	412	480	3.79e-170	1
LSA	1	492	ExDog11_184488	MLS	gi:944535691:ref:WP_055747198.1:|FEATURES|lsa|MLS|lsa	0.9995067442440956	68.5	492	679	1.67e-245	1
VANS	1	131	ExDog11_249400	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.9965480825700297	72.5	131	207	9.48e-71	1
PBP-2X	2	750	ExDog11_21361	beta-lactam	YP_002735431|FEATURES|PBP-2X|beta-lactam|PBP-2X	0.9999994647363889	54.0	756	775	2.06e-275	1
VANU	3	66	ExDog11_223194	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9957179176226155	67.2	64	87.4	2.84e-25	1
VANU	1	67	ExDog11_207370	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9906270710333956	53.7	67	75.5	2.62e-20	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	80	ExDog11_216366	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8257329643510407	55.4	74	78.2	3.42e-19	1
LNUE	14	160	ExDog11_181416	MLS	AGT57825|FEATURES|lnuE|MLS|lnuE	0.9999999713289028	60.5	147	197	2.85e-66	1
UGD	1	388	ExDog11_54839	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9009200391641349	62.4	410	491	2.31e-174	1
UGD	3	384	ExDog11_47102	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8917726474483042	55.4	433	460	8.78e-162	1
RPOB2	24	1145	ExDog11_43445	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9953646848668057	56.4	1207	1285	0.0	1
LSA	1	490	ExDog11_304069	MLS	gi:1032346815:ref:WP_064200323.1:|FEATURES|lsa|MLS|lsa	0.9209935201339544	70.2	490	701	1.79e-254	1
UGD	104	388	ExDog11_167517	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8470335524951783	59.2	331	363	2.17e-125	1
UGD	1	388	ExDog11_138985	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8981468666237031	60.4	412	481	2.03e-170	1
EFRA	2	469	ExDog11_1292	multidrug	CDO61513.1|FEATURES|efrA|multidrug|efrA	0.9234159523275713	59.1	469	539	2.57e-189	1
EFRB	12	362	ExDog11_1291	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8588294179138333	59.3	351	404	4.06e-138	1
UGD	1	388	ExDog11_139364	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8920926798226815	55.9	435	461	2.86e-162	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	284	ExDog11_133938	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9984431311757546	53.8	286	323	1.24e-111	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	3	285	ExDog11_23963	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9994798378416746	60.0	285	370	6.44e-130	1
UGD	3	384	ExDog11_155275	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8914507503160893	55.4	433	459	1.24e-161	1
LSA	1	449	ExDog11_103068	MLS	gi:1032346815:ref:WP_064200323.1:|FEATURES|lsa|MLS|lsa	0.9807760186472526	63.5	449	574	3.92e-205	1
VANU	1	67	ExDog11_96977	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.986108968376809	52.2	67	70.1	2.12e-18	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	3	287	ExDog11_141832	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9991730677546935	56.4	291	348	1.17e-121	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	80	ExDog11_44198	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8201138199984194	51.3	78	77.4	4.47e-19	1
VANR	3	235	ExDog11_136114	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999856299133787	58.8	233	279	4.41e-96	1
VANU	1	62	ExDog11_231471	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9908898803276289	59.7	62	75.9	4.33e-20	1
UGD	1	388	ExDog11_65069	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8748767961807469	54.4	388	415	5.50e-145	1
EFRB	19	362	ExDog11_218965	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8061954482425544	50.9	344	348	1.12e-118	1
TETM	1	639	ExDog11_274634	tetracycline	ABW24731|FEATURES|tetM|tetracycline|tetM	0.9999986114653656	100	639	1263	0.0	1
PENA	32	704	ExDog11_115190	beta-lactam	U58210.1.gene4.p01|FEATURES|penA|beta-lactam|penA	0.9953444417792262	55.3	674	702	1.92e-248	1
BCRA	5	305	ExDog11_164590	bacitracin	gi:445996708:ref:WP_000074563.1:|FEATURES|bcrA|bacitracin|bcrA	0.9996920603687829	53.5	301	300	6.83e-102	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	219	ExDog11_158602	unclassified	NC_002951.3238224.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9962800882878002	50.0	222	205	3.08e-67	1
VANRI	4	232	ExDog11_68556	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.9999915253155752	63.3	229	315	1.48e-110	1
LNUD	1	164	ExDog11_52901	MLS	ABR14060.1|FEATURES|lnuD|MLS|lnuD	0.9994614590444341	54.9	164	202	4.35e-68	1
BCRA	7	309	ExDog11_228503	bacitracin	gi:445996726:ref:WP_000074581.1:|FEATURES|bcrA|bacitracin|bcrA	0.999875574009851	55.1	303	322	3.18e-110	1
VANRI	2	232	ExDog11_278829	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.9999610782311628	56.2	235	270	1.19e-92	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	80	ExDog11_43619	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8257329643510407	57.5	73	78.2	1.88e-19	1
RPOB2	24	1145	ExDog11_120176	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9952895539729585	56.3	1207	1280	0.0	1
CFXA6	12	331	ExDog11_189920	beta-lactam	ACT97371.1|FEATURES|CfxA6|beta-lactam|CfxA6	0.9999945964370376	99.4	320	617	7.26e-227	1
RPOB2	20	1135	ExDog11_293985	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9937367240804362	53.1	1259	1197	0.0	1
VANS	22	133	ExDog11_210009	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.980809353319881	57.5	113	150	1.36e-48	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	286	ExDog11_82178	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.999689284811449	61.9	286	396	1.42e-140	1
VANR	4	235	ExDog11_167042	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999808411521663	53.9	232	251	4.58e-85	1
UGD	1	388	ExDog11_11382	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8961042982438653	58.5	412	474	1.15e-166	1
RPOB2	11	1136	ExDog12_239847	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9875201509938862	51.5	1271	1184	0.0	1
MEFA	1	405	ExDog12_77467	MLS	ACD88490|FEATURES|mefA|MLS|mefA	0.999808314372998	57.0	405	452	8.54e-159	1
VANR	5	234	ExDog12_209248	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999957210506761	64.8	230	311	1.06e-108	1
ACRB	1	897	ExDog12_58406	multidrug	CP002695.1.gene992.p01|FEATURES|acrB|multidrug|acrB	0.9116352714612007	60.2	897	1027	0.0	1
ACRA	34	402	ExDog12_58405	multidrug	ACB17731|FEATURES|acrA|multidrug|acrA	0.9999951164697193	51.3	374	321	1.25e-107	1
VANS	8	130	ExDog12_95062	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.9882278350109788	60.2	123	178	1.39e-59	1
VANS	19	130	ExDog12_10267	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.972330691995283	54.5	112	151	4.07e-49	1
UGD	1	388	ExDog12_407427	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9085074359006914	56.0	434	464	2.98e-163	1
VANU	1	63	ExDog12_107899	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9901851364174338	54.0	63	71.6	7.74e-19	1
LSA	1	490	ExDog12_207333	MLS	gi:499132967:ref:WP_010860999.1:|FEATURES|lsa|MLS|lsa	0.9967010861322465	59.5	496	595	1.50e-212	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	285	ExDog12_143642	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9992723842333715	61.8	285	382	6.27e-135	1
VANU	1	65	ExDog12_179558	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9879524215208502	53.8	65	68.9	6.32e-18	1
UGD	63	388	ExDog12_410513	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9004795397025052	63.5	348	435	1.84e-153	1
VATB	10	208	ExDog12_348794	MLS	YP_002861121|FEATURES|vatB|MLS|vatB	0.9999999860447373	50.0	202	204	2.46e-67	1
ROSA	13	406	ExDog12_113362	fosmidomycin	YP_001477378|FEATURES|rosA|fosmidomycin|rosA	0.9984588631178952	54.1	405	429	5.82e-150	1
VANU	1	70	ExDog12_309450	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9904741599390577	52.9	70	72.0	5.89e-19	1
VANU	1	71	ExDog12_373024	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9933588150680195	50.7	71	77.0	4.52e-21	1
UGD	1	388	ExDog12_223931	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9134944206537541	60.2	412	485	9.58e-171	1
ROSA	13	380	ExDog12_149643	fosmidomycin	ZP_04623896|FEATURES|rosA|fosmidomycin|rosA	0.9984469625905423	53.0	370	388	1.30e-134	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	80	ExDog12_257441	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8474846596983657	52.6	78	83.2	2.41e-21	1
VANU	4	67	ExDog12_321277	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9942063347710576	62.5	64	79.0	8.48e-22	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog12_78281	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9992723842333715	61.0	287	382	6.03e-135	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	80	ExDog12_135115	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8146920724226056	57.5	73	78.2	1.88e-19	1
VANS	22	133	ExDog12_362783	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.984934338967937	67.0	112	170	1.79e-56	1
VANS	1	134	ExDog12_138785	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.9965480825700297	77.6	134	224	1.65e-77	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	3	287	ExDog12_234351	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9970841089027449	54.5	290	324	1.42e-111	1
UGD	118	388	ExDog12_133552	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8586357653107546	56.6	318	340	2.15e-116	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	78	ExDog12_236654	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8088357271382083	50.0	76	77.4	5.05e-19	1
KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	11	272	ExDog12_149347	aminoglycoside	Q56016|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.9999999252293181	56.9	262	275	3.13e-93	1
LNUC	1	164	ExDog12_349545	MLS	AAY32951.1|FEATURES|lnuC|MLS|lnuC	0.9993584869162564	91.5	164	323	8.96e-116	1
UGD	1	388	ExDog12_307705	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9045466165537953	54.0	441	449	1.41e-157	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	226	ExDog12_35306	unclassified	HE999704.1.gene1528.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9987807842475767	71.5	228	332	3.18e-117	1
VANU	1	71	ExDog12_367172	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9957179176226155	52.1	71	83.6	1.80e-23	1
UGD	2	292	ExDog12_312125	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8686472931541628	56.6	320	357	1.14e-122	1
CAT_CHLORAMPHENICOL_ACETYLTRANSFERASE	19	219	ExDog12_104722	phenicol	D16171.1.gene1.p01|FEATURES|cat_chloramphenicol_acetyltransferase|phenicol|cat_chloramphenicol_acetyltransferase	0.9911815982262232	98.5	201	421	5.17e-153	1
CFXA2	1	321	ExDog12_404653	beta-lactam	AF472622.2.gene1.p01|FEATURES|CfxA2|beta-lactam|CfxA2	0.9999951554866053	98.8	321	619	1.75e-227	1
EFRA	2	469	ExDog12_287940	multidrug	CDO61513.1|FEATURES|efrA|multidrug|efrA	0.9234159523275713	51.4	471	448	1.21e-153	1
BCRA	7	299	ExDog12_205657	bacitracin	gi:447057509:ref:WP_001134765.1:|FEATURES|bcrA|bacitracin|bcrA	0.997105532099286	50.5	293	282	4.07e-95	1
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	3	287	ExDog12_137921	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9985654607594852	56.4	291	352	3.81e-123	1
ERMT	1	241	ExDog12_132889	MLS	AAX84025|FEATURES|ermT|MLS|ermT	0.9999999999793951	99.2	241	469	4.84e-171	1
LNUA	14	161	ExDog12_334306	MLS	YP_758631|FEATURES|lnuA|MLS|lnuA	0.9999864038996839	53.4	148	184	4.41e-61	1
CATD	1	207	ExDog12_141911	phenicol	AF226276.1.gene3.p01|FEATURES|catD|phenicol|catD	0.9075869097218857	60.9	207	294	8.49e-103	1
VANRI	1	232	ExDog12_106870	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.9999960365793865	65.5	232	322	5.43e-113	1
VANR	1	230	ExDog12_144980	glycopeptide	gi:1045412091:ref:WP_065484665.1:|FEATURES|vanR|glycopeptide|vanR	0.9999821575954302	59.6	230	287	1.81e-99	1
EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER	17	492	ExDog12_325436	multidrug	AE016830.1.gene424.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	0.9189730741461724	63.4	476	617	3.22e-221	1
EFRB	36	362	ExDog12_138405	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8522141732295804	51.7	327	338	3.02e-112	1
VANU	1	67	ExDog12_328551	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9921791375173861	53.7	67	74.7	3.42e-20	1
TET(40)	25	403	ExDog12_113952	tetracycline	AFK31666.1|FEATURES|tet(40)|tetracycline|tet(40)	0.9891802929812513	65.4	379	485	2.10e-172	1
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	80	ExDog12_231163	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8027864311293552	50.0	78	76.6	8.80e-19	1
CFXA2	1	258	ExDog12_4700	beta-lactam	AAM48117|FEATURES|CfxA2|beta-lactam|CfxA2	0.9998292528763854	88.4	258	453	4.51e-163	1
RPOB2	40	1150	ExDog12_81648	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9903846784353199	55.9	1206	1255	0.0	1
LNUA	7	161	ExDog12_82561	MLS	CAJ75672|FEATURES|lnuA|MLS|lnuA	0.9999929963683738	55.5	155	199	6.26e-67	1
UGD	2	388	ExDog12_233515	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9137164283596781	59.4	411	486	3.82e-172	1
VANU	1	72	ExDog12_263510	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9950317946750584	54.2	72	81.3	9.94e-23	1
ROSA	21	404	ExDog12_207997	fosmidomycin	YP_001401993|FEATURES|rosA|fosmidomycin|rosA	0.9992746442745472	58.5	388	448	1.45e-157	1
LNUA	7	144	ExDog12_88412	MLS	CAJ75672|FEATURES|lnuA|MLS|lnuA	0.9999796210580867	55.8	138	178	9.84e-59	1
