#ARG	query-start	query-end	read_id	predicted_ARG-class	best-hit	probability	identity	alignment-length	alignment-bitscore	alignment-evalue	counts	ARO	confers_resistance_to	resistance_to_drug_classes
UGD	3	388	ExDog10_115067	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8988825711139411	56.3	437	468.0	7.12e-165	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	1	388	ExDog10_172498	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9014298065133772	59.8	410	477.0	7.2e-169	1	ARO:3003577	ARO:3000454	ARO:1000003
VANRI	5	232	ExDog10_282953	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.9999701343603395	55.6	232	269.0	3.39e-92	1	ARO:3003728		
LNUD	1	164	ExDog10_218083	MLS	ABR14060.1|FEATURES|lnuD|MLS|lnuD	0.9965611903048202	60.4	164	211.0	1.43e-71	1	ARO:3002838	ARO:0000046,ARO:0000066	ARO:0000017,ARO:0000017
KDPE	4	222	ExDog10_292266	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.9881944359840144	56.2	219	248.0	5.89e-84	1	ARO:3003841		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog10_95092	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9994362235514564	60.6	287	387.0	6.36e-137	1	ARO:3003982	ARO:0000066	ARO:0000017
EFRB	36	362	ExDog10_291908	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8337733391623159	51.7	327	321.0	2.18e-105	1	ARO:3003949		
RPOB2	24	1150	ExDog10_305888	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9950863553787334	55.8	1222	1267.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
LNUC	1	164	ExDog10_237877	MLS	AAY32951.1|FEATURES|lnuC|MLS|lnuC	0.9957885694922044	59.8	164	213.0	5.21e-72	1	ARO:3002837	ARO:0000046	ARO:0000017
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog10_300053	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9995346954068948	61.3	287	397.0	3.4999999999999997e-141	1	ARO:3003982	ARO:0000066	ARO:0000017
ACRB	41	1034	ExDog10_285943	multidrug	gi:495735716:ref:WP_008460295.1:|FEATURES|acrB|multidrug|acrB	0.8480229529471692	57.3	1021	1097.0	0.0	1	ARO:3000777		
VANR	1	234	ExDog10_232699	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999946901094848	63.2	234	307.0	2.5700000000000002e-107	1	ARO:3002926		
APH(2'')-II	1	299	ExDog10_86170	aminoglycoside	AF207840.gene.p01|FEATURES|aph(2'')-II|aminoglycoside|aph(2'')-II	0.9998024652766592	100.0	299	600.0	6.8299999999999995e-221	1	ARO:3002635	ARO:3003675	ARO:0000016
AADE	3	280	ExDog10_88863	aminoglycoside	FN594949.1.gene25.p01|FEATURES|aadE|aminoglycoside|aadE	0.9999998162119792	67.6	278	405.0	4.9e-144	1	ARO:3002629	ARO:0000040	ARO:0000016
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	286	ExDog10_168932	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.99934030932547	59.8	286	379.0	7e-134	1	ARO:3003982	ARO:0000066	ARO:0000017
RPOB2	20	1135	ExDog10_120919	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9937367240804362	53.1	1259	1197.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog10_105395	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9990966268605944	55.7	291	364.0	7.479999999999999e-128	1	ARO:3003982	ARO:0000066	ARO:0000017
TET(40)	1	406	ExDog10_188169	tetracycline	AFK31666.1|FEATURES|tet(40)|tetracycline|tet(40)	0.9994233597032094	100.0	406	756.0	5.2499999999999996e-279	1	ARO:3000567	ARO:0000051	ARO:3000050
BCRA	7	309	ExDog10_12896	bacitracin	gi:445996726:ref:WP_000074581.1:|FEATURES|bcrA|bacitracin|bcrA	0.9998765115898112	55.1	303	322.0	3.18e-110	1	ARO:3002987	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
UGD	1	388	ExDog10_252671	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9045894695807872	61.6	409	489.0	1.6000000000000002e-173	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	82	388	ExDog10_183456	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8810917663498989	64.1	329	416.0	3.24e-146	1	ARO:3003577	ARO:3000454	ARO:1000003
VANRI	1	232	ExDog10_57553	glycopeptide	WP_011461303.1|FEATURES|vanRI|glycopeptide|vanRI	0.9999922028270886	65.5	232	322.0	5.43e-113	1	ARO:3003728		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog10_202500	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.999507318732486	62.0	287	394.0	5.77e-140	1	ARO:3003982	ARO:0000066	ARO:0000017
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog10_211670	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9995604223524364	62.0	287	400.0	4.28e-142	1	ARO:3003982	ARO:0000066	ARO:0000017
VANU	1	63	ExDog10_245251	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9957179176226156	65.1	63	81.6	7e-23	1	ARO:3004253		
ROSA	16	402	ExDog10_132779	fosmidomycin	YP_001605796|FEATURES|rosA|fosmidomycin|rosA	0.9992746442745472	55.9	388	422.0	2.66e-147	1	ARO:3003048		
VANR	10	235	ExDog10_91790	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9996618819808468	54.6	227	242.0	9.75e-82	1	ARO:3002926		
OPRM	55	465	ExDog10_309296	multidrug	NC_008702.1.4606278.p01|FEATURES|oprM|multidrug|oprM	0.8385938803199394	51.8	411	385.0	1.17e-131	1	ARO:3000379		
VANU	1	67	ExDog10_274585	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9931352020776228	53.7	67	74.7	3.42e-20	1	ARO:3004253		
VANU	1	70	ExDog10_46503	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9941618705556624	55.7	70	77.0	4.9e-21	1	ARO:3004253		
UGD	1	388	ExDog10_239889	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9005951149791798	58.5	410	474.0	1.5700000000000003e-166	1	ARO:3003577	ARO:3000454	ARO:1000003
VANR	4	235	ExDog10_55910	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999854935385476	54.3	232	255.0	1.39e-86	1	ARO:3002926		
EFRB	22	362	ExDog10_27967	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8370098143980176	51.2	342	324.0	7.2e-107	1	ARO:3003949		
VANR	1	222	ExDog10_126965	glycopeptide	gi:1028850587:ref:WP_064019550.1:|FEATURES|vanR|glycopeptide|vanR	0.9999935537471146	70.3	222	330.0	3.3299999999999996e-115	1	ARO:3002919		
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	80	ExDog10_95198	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8011135030037877	53.4	73	72.4	3.15e-17	1	ARO:3000838		
VANR	5	235	ExDog10_118540	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999577716189948	56.3	231	266.0	8.409999999999999e-91	1	ARO:3002926		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	286	ExDog10_41973	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.99934030932547	59.5	289	379.0	1.46e-133	1	ARO:3003982	ARO:0000066	ARO:0000017
VANS	22	133	ExDog10_160181	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.9852864112498216	67.0	112	170.0	1.79e-56	1	ARO:3003564		
RPOB2	24	1122	ExDog10_182470	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9945823887008206	55.3	1200	1238.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
BACA	1	274	ExDog10_82871	bacitracin	ZP_04577926|FEATURES|bacA|bacitracin|bacA	0.9941039685886348	55.5	283	300.0	5.93e-103	1	ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
VANU	1	71	ExDog10_219338	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9913824044817232	50.7	71	71.6	6.12e-19	1	ARO:3004253		
RPOB2	114	1123	ExDog10_189140	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9929199465159574	54.7	1111	1164.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
KDPE	4	223	ExDog10_61662	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.987115577232394	55.4	222	241.0	1.7e-81	1	ARO:3003841		
UGD	1	388	ExDog10_324566	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8977077038182628	56.0	434	464.0	2.98e-163	1	ARO:3003577	ARO:3000454	ARO:1000003
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog10_38544	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9995604223524364	62.0	287	400.0	2.12e-142	1	ARO:3003982	ARO:0000066	ARO:0000017
TETP	1	420	ExDog10_192122	tetracycline	BAB71966|FEATURES|tetP|tetracycline|tetP	0.9999525184217972	99.5	420	785.0	5.81e-290	1	ARO:3000180	ARO:0000051	ARO:3000050
LNUC	1	154	ExDog10_33193	MLS	AAY32951.1|FEATURES|lnuC|MLS|lnuC	0.9994535330280644	98.1	154	320.0	1.35e-114	1	ARO:3002837	ARO:0000046	ARO:0000017
VANR	1	230	ExDog10_320983	glycopeptide	gi:447203848:ref:WP_001281104.1:|FEATURES|vanR|glycopeptide|vanR	0.9999978914684924	71.3	230	353.0	1.2700000000000002e-125	1	ARO:3002919		
VANU	1	67	ExDog10_94881	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9935198997138968	53.7	67	75.5	2.62e-20	1	ARO:3004253		
RPOB2	24	1135	ExDog10_53200	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9941691530941346	53.3	1251	1217.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
VANU	3	63	ExDog10_264516	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9857182302134476	52.5	61	65.1	4.53e-14	1	ARO:3004253		
RPOB2	20	1135	ExDog10_61062	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9936213178564978	52.4	1259	1192.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
EFRB	33	362	ExDog10_223036	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8541549144273222	51.5	330	341.0	4.54e-113	1	ARO:3003949		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog10_311877	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9995434368202458	61.7	287	398.0	2.47e-141	1	ARO:3003982	ARO:0000066	ARO:0000017
LNUA	2	158	ExDog10_46751	MLS	YP_758631|FEATURES|lnuA|MLS|lnuA	0.999999907043074	53.5	157	184.0	1.3999999999999998e-60	1	ARO:3002835	ARO:0000046,ARO:3007169	ARO:0000017,ARO:0000017
BACA	7	291	ExDog10_295632	bacitracin	YP_584847|FEATURES|bacA|bacitracin|bacA	0.9845310017968196	50.5	285	286.0	1.63e-97	1	ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
RPOB2	28	1122	ExDog10_939	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9952281449404174	60.3	1097	1276.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
VANR	5	235	ExDog10_59782	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999489911992486	54.5	231	253.0	7.98e-86	1	ARO:3002926		
VANS	13	130	ExDog10_320177	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.9894893634728752	70.3	118	181.0	1.6899999999999998e-60	1	ARO:3003564		
UGD	3	388	ExDog10_173899	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8988825711139411	57.3	433	468.0	3.2600000000000003e-164	1	ARO:3003577	ARO:3000454	ARO:1000003
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	3	285	ExDog10_282067	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.999192744654188	60.0	285	369.0	5.16e-130	1	ARO:3003982	ARO:0000066	ARO:0000017
EFRB	36	362	ExDog10_103987	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8463036491950612	51.4	327	333.0	2.4200000000000002e-110	1	ARO:3003949		
UGD	5	388	ExDog10_159205	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8955755783010617	57.7	414	457.0	6.4000000000000005e-161	1	ARO:3003577	ARO:3000454	ARO:1000003
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	285	ExDog10_16269	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9989613953642916	54.1	305	358.0	3.99e-125	1	ARO:3003982	ARO:0000066	ARO:0000017
UGD	1	388	ExDog10_281526	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8977077038182628	56.9	434	464.0	2.1000000000000003e-163	1	ARO:3003577	ARO:3000454	ARO:1000003
VANU	1	67	ExDog10_230582	glycopeptide	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	0.9900430074520434	50.7	67	69.7	1.16e-17	1	ARO:3004253		
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	117	ExDog10_290513	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9584149954881032	57.3	117	135.0	4.6e-41	1	ARO:3000838		
LSA	1	492	ExDog10_303162	MLS	gi:944535691:ref:WP_055747198.1:|FEATURES|lsa|MLS|lsa	0.9994717959923104	63.6	492	636.0	9.93e-229	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
ABES	2	105	ExDog10_264836	multidrug	NC_010410.6003348.p01|FEATURES|abeS|multidrug|abeS	0.9768033899786804	55.8	104	109.0	8.8e-33	1	ARO:3000768	ARO:0000006,ARO:3000111	ARO:0000000,ARO:3000103
RPOB2	24	1162	ExDog10_186444	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9942306173904416	52.7	1273	1220.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	118	ExDog10_254721	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.9756424389515164	53.4	118	132.0	1.19e-39	1	ARO:3000838		
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	126	ExDog10_227387	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.959600952811672	55.6	126	141.0	1.79e-43	1	ARO:3000838		
UGD	1	388	ExDog10_257397	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9030456821399256	60.5	410	483.0	2.93e-171	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	1	388	ExDog10_49077	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9048412415246928	61.0	410	490.0	4.65e-174	1	ARO:3003577	ARO:3000454	ARO:1000003
AADE	1	288	ExDog10_208497	aminoglycoside	ZP_04556181|FEATURES|aadE|aminoglycoside|aadE	0.9999996504144768	100.0	288	597.0	4.81e-220	1	ARO:3002629	ARO:0000040	ARO:0000016
MEFA	32	405	ExDog10_3043	MLS	ACD88490|FEATURES|mefA|MLS|mefA	0.9997831343796288	58.0	374	426.0	4.31e-149	1	ARO:3000616	ARO:0000006,ARO:0000057	ARO:0000000,ARO:0000000
CDEA	7	441	ExDog10_138392	multidrug	CAE00499.1|FEATURES|cdeA|multidrug|cdeA	0.9944117506019486	50.7	436	405.0	2.07e-139	1	ARO:3003835	ARO:0000001,ARO:0000045	ARO:0000001,ARO:3005386
VATB	10	208	ExDog10_57360	MLS	U19459.gene.p01|FEATURES|vatB|MLS|vatB	0.9999999873845288	50.5	202	204.0	2.46e-67	1	ARO:3002841	ARO:3000669	ARO:0000026
EFRB	22	362	ExDog10_75511	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8493043945585727	52.0	342	336.0	4.26e-111	1	ARO:3003949		
UGD	1	388	ExDog10_247332	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9005951149791798	58.5	412	474.0	1.1500000000000001e-166	1	ARO:3003577	ARO:3000454	ARO:1000003
RPOB2	20	1122	ExDog10_131560	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9944877516544736	54.1	1238	1233.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
VANR	3	235	ExDog10_122059	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9999903737366536	59.2	233	280.0	1.09e-96	1	ARO:3002926		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	286	ExDog10_263632	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9994679871268508	61.5	286	390.0	1.9199999999999998e-138	1	ARO:3003982	ARO:0000066	ARO:0000017
UGD	1	388	ExDog10_158250	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.894316308082101	53.5	441	453.0	7.3e-159	1	ARO:3003577	ARO:3000454	ARO:1000003
UGD	67	388	ExDog10_288100	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8857530085857319	62.7	346	428.0	1.3599999999999998e-150	1	ARO:3003577	ARO:3000454	ARO:1000003
LSA	1	490	ExDog10_249698	MLS	gi:1032346815:ref:WP_064200323.1:|FEATURES|lsa|MLS|lsa	0.9209935201339544	70.2	490	701.0	1.79e-254	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
RPOB2	28	1120	ExDog10_80165	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.9945448449245556	56.7	1136	1236.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	3	287	ExDog10_273572	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.998678724864261	56.4	291	348.0	1.1700000000000001e-121	1	ARO:3003982	ARO:0000066	ARO:0000017
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	80	ExDog10_244301	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8219687703229694	51.9	77	75.1	1.22e-19	1	ARO:3000838		
TET32	1	638	ExDog10_200477	tetracycline	ABV82120|FEATURES|tet32|tetracycline|tet32	0.9999967337427396	80.4	638	1033.0	0.0	1	ARO:3000196	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
UGD	1	388	ExDog10_216611	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.9033068847790404	61.2	410	484.0	1.11e-171	1	ARO:3003577	ARO:3000454	ARO:1000003
BACA	9	271	ExDog10_60690	bacitracin	Q5P6K4|FEATURES|bacA|bacitracin|bacA	0.9914162267573474	55.8	267	294.0	8.07e-101	1	ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000707,ARO:3000707,ARO:3000707
ROSB	1	477	ExDog10_100179	fosmidomycin	gi:1001786599:ref:WP_061324791.1:|FEATURES|rosB|fosmidomycin|rosB	0.9998465301586416	50.5	481	417.0	7.01e-142	1	ARO:3003049		
UGD	1	388	ExDog10_114188	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8968044614164192	55.9	435	461.0	2.86e-162	1	ARO:3003577	ARO:3000454	ARO:1000003
VANS	13	134	ExDog10_316570	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.994038993349639	76.2	122	201.0	8.88e-69	1	ARO:3003564		
EFRB	49	362	ExDog10_7654	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8432526062188777	53.3	315	330.0	1.39e-112	1	ARO:3003949		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	284	ExDog10_221546	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9974947801687656	53.8	286	323.0	1.24e-111	1	ARO:3003982	ARO:0000066	ARO:0000017
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	80	ExDog10_201452	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8638370230983494	56.8	74	81.6	9.21e-21	1	ARO:3000838		
VANS	22	133	ExDog10_134821	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.972029027409032	57.5	113	150.0	1.3599999999999999e-48	1	ARO:3003564		
LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE	1	287	ExDog10_190635	MLS	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	0.9995166261476714	61.7	287	395.0	2.98e-140	1	ARO:3003982	ARO:0000066	ARO:0000017
VANS	1	134	ExDog10_179649	glycopeptide	AY082011.1.gene2.p1|FEATURES|vanS|glycopeptide|vanS	0.9965480825700296	77.6	134	223.0	2.96e-77	1	ARO:3003564		
UGD	118	388	ExDog10_218585	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.8283539913238465	53.6	336	325.0	2.3200000000000003e-110	1	ARO:3003577	ARO:3000454	ARO:1000003
RPOB2	27	1122	ExDog10_86450	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.991479245132273	51.7	1206	1116.0	0.0	1	ARO:3000501	ARO:3000169,ARO:3000517,ARO:3000530,ARO:3000534	ARO:3000157,ARO:3000157,ARO:3000157,ARO:3000157
MEFA	1	405	ExDog10_201734	MLS	gi:501051234:ref:WP_012102863.1:|FEATURES|mefA|MLS|mefA	0.9981796842798236	58.0	405	472.0	3.4500000000000004e-166	1	ARO:3000616	ARO:0000006,ARO:0000057	ARO:0000000,ARO:0000000
VANR	5	235	ExDog10_196514	glycopeptide	DQ212986.1.gene4.p01|FEATURES|vanR|glycopeptide|vanR	0.9997668945564876	56.7	233	265.0	3.4899999999999997e-90	1	ARO:3002926		
LSA	3	492	ExDog10_185171	MLS	gi:902795376:ref:WP_049664555.1:|FEATURES|lsa|MLS|lsa	0.9750915962803688	63.3	490	637.0	6.43e-229	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
EFRB	36	362	ExDog10_108065	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8432526062188777	50.5	327	330.0	8.690000000000001e-110	1	ARO:3003949		
EFRB	19	362	ExDog10_322866	multidrug	CDO61516.1|FEATURES|efrB|multidrug|efrB	0.8579108028011213	51.3	347	345.0	1.12e-114	1	ARO:3003949		
TET44	1	638	ExDog10_75093	tetracycline	FN594949.1.gene24.p01|FEATURES|tet44|tetracycline|tet44	0.9999609426357956	85.9	638	1100.0	0.0	1	ARO:3000556	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
LSA	1	472	ExDog10_103091	MLS	gi:944535691:ref:WP_055747198.1:|FEATURES|lsa|MLS|lsa	0.9995211106526628	66.3	472	644.0	5.48e-232	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
LSA	1	492	ExDog10_62403	MLS	gi:902795376:ref:WP_049664555.1:|FEATURES|lsa|MLS|lsa	0.9746717919135954	52.4	498	502.0	9.31e-176	1	ARO:3003111	ARO:0000066,ARO:3001317	ARO:0000017,ARO:3000670
TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	80	ExDog10_13294	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.8219687703229694	51.9	77	75.1	2.95e-18	1	ARO:3000838		
CLASS_A	1	290	ExDog10_154360	beta-lactam	gi:1045851695:ref:WP_065538049.1:|FEATURES|class_A|beta-lactam|class_A	0.9956519882876748	56.8	292	330.0	2.31e-114	1	ARO:3006225		
